,Sentences
464,"A depositor, when opening an account with a bank is required to place his signature in a book kept for the purpose."
465,"Until the bank officer, the paying teller, becomes familiar with the signature on the check, he verifies it by comparing it with that in the book."
466,"HOW TO PREPARE A CHECK A check may be defined to be a written order on a bank directing it to pay a certain sum of money to the person named in the check or to his order, and signed by a depositor."
467,"So long as the purpose is clearly conveyed in the writing no particular form of words is necessary, nor need the paper on which the check is written be the regular printed form properly filled in."
468,The drawer is the one who makes the check.
469,The payee is the one for whom the check is made.
470,"In making a check, the best plan is to fill out the stub first, and from the data on it make out the check."
471,"Be sure to number your check, beginning with I."
472,Be sure that the number on the stub is the same as on the check.
473,"A person having money in bank and wishing to draw for his own use, makes his check payable to self or to cash."
474,Usual form of check: First National Bank.
475,Pay to order of John Smith Seventy five dollars.
476,"It is proper form to specify on the face of the check the purpose for which it is given, but while this is permissible it is not usual."
477,Write the amount of the check first in words then in figures.
478,This makes more certain the amount.
479,Always begin first word of amount close to left hand side of check; when the whole sum is written down draw a heavy stroke along the line to the word dollars.
480,"When a check is made payable to John Smith or order, John Smith must sign his name on the back of the check left hand end and about an inch from the top."
481,"Never sign a check until you are ready to collect, or to bank it."
482,The payee can endorse the check to another by writing on the back as follows: Pay to the order of Thomas Brown.
483,A check payable to bearer may be negotiated by any one.
484,"When such checks are presented by a stranger, at the bank of the maker, the paying teller always insists that the stranger be identified."
485,Never make a check payable to bearer if it can be avoided.
486,"Sometimes checks are dated ahead, for reasons satisfactory to the maker and payee."
487,"A check drawn on August h, but dated August h cannot be collected till the latter date."
488,Never date a check ahead unless you are positive that you will have the money in bank to meet it on the day named.
489,"Never, if you can avoid it in trade, receive a post dated check."
490,Cash or deposit your checks as soon as possible after they are received.
491,"If the bank should fail, while you are holding the check, the maker cannot be held for the loss."
492,"CERTIFICATES OF DEPOSIT Often when a depositor is travelling, he finds it convenient to carry with him a form of paper that is as good as cash, and much better in the event of loss."
493,Banks will issue certified checks to depositors.
494,These checks are stamped by the bank certified with the date and officer's signature attached.
495,"On issuing such a check, the bank debits the receiver's account with the amount, and so can guarantee the payment whenever or wherever presented."
496,Such a check may be received with as much certainty of its value as if it were a bank bill.
497,"When a person places money in a bank with no intention of checking it out for some time to come, he may have issued to him a Certificate of deposit."
498,While holding this certificate he cannot check against the money in the bank.
499,The holder of a certificate of deposit may transfer it.
500,"The money may be paid in part by the bank, if the certificate is presented, and the amount is endorsed on the back."
501,To withdraw all the money the certificate must be surrendered.
502,USE OF CHECKS There is no form of commercial paper in such general use as the check.
503,The total of all the checks in use at some seasons is far more than the total of all the money in all the banks.
504,Checks are balanced in the money centers through what are known as clearing houses.
505,In these a bank is charged with checks against it and credited with those in its favor.
506,The differences are settled by cash.
507,Often a few thousand dollars will settle check accounts amounting to millions.
508,"If by any chance you should receive a check in which your name is misspelled, or not given as you write it, endorse the check exactly as the name is written on the face, then add your name in the regular way."
509,"CHAPTER IX SAVINGS BANKS While of National importance, savings banks are chartered by the respective states in which they exist, and as such are distinctly local institutions."
510,"Unlike the National, the savings bank is not established as a money making corporation."
511,The ostensible and actual purpose of the savings bank is to encourage people of small means to save.
512,"The savings bank provides a safe place for the care of such deposits, and it pays such rates of interest on such deposits as are warranted by the earnings of its investments after paying the expenses incident to the proper conduct of its officers."
513,"When a savings bank receives authorization to act, through a charter from the state, the organizers choose a board of directors and the proper officers."
514,Usually the officers occupying positions of trust and responsibility are required to give bonds for the proper discharge of their duties.
515,"HOW BUSINESS IS CONDUCTED With all the legal conditions complied with, and a suitable office provided, the savings bank is ready for business."
516,Some savings banks will receive on deposit any sum from five cents to five thousand dollars.
517,"Other banks will not receive less than one dollar at a time, nor more than a thousand."
518,"We have heard of penny savings banks, but they are rarely chartered, and are organized, only to encourage thrift among children."
519,Fractional parts of a dollar are not usually reckoned as drawing interest.
520,"Some banks require as much as three, four or five dollars before allowing interest."
521,Savings banks in the eastern states pay from three to four per cent.
522,In the west it is sometimes as high as six.
523,Each bank has certain dates at which calculation of interest begins.
524,"As a rule this is January t, April t, July t, and October t."
525,Money deposited at any time between these dates does not draw interest till the beginning of the next quarter.
526,The best time to make a deposit is when you have the money.
527,The bank is safer than your pocket.
528,HOW TO DEPOSIT Count your money carefully and make a memorandum of the amount before giving to the savings bank to deposit.
529,Hand the money to the officer usually the receiving teller authorized to receive it.
530,"The teller writes down the name, age, occupation and residence of the depositor."
531,"If money is deposited in the name of one under legal age, the names of the parents and the birthplace of the minor are also recorded."
532,The adult depositor must write his name in a book provided by the bank for the signature of clients.
533,"When these conditions are complied with, the depositor receives a memorandum book, known as a deposit book , in which, with his name and date, is written the amount of his first deposit."
534,"The deposit book must be carefully guarded, for without its presentation at the savings bank money cannot be drawn."
535,"You cannot check against your savings bank account, as with a commercial bank."
536,HOW THE ACCOUNT GROWS After the first account is opened the rest is easy.
537,"On the second, as on all subsequent visits, the deposit book, with the amount to be entered, is handed to the receiving teller."
538,"He counts the money, makes a record of it for his own use, enters it on your book as a deposit, and hands the book back."
539,Whenever interest is due it is written down in the book as if it were a cash deposit.
540,"The interest, if desired, will be paid in cash, but if allowed to remain, it begins at once to earn interest for itself."
541,Interest grows like a rolling snow ball.
542,On such small beginnings great fortunes have been built.
543,"Savings banks keep a reserve, made up of earnings in excess of interest and all expenses."
544,"The money so earned is reckoned as a net profit, and it may be distributed, and usually is, among its depositors as a dividend."
545,"THE LIMIT OF DEPOSIT Different banks have different limits of deposit, that is fixed sums beyond which they will not receive."
546,The limit is from one thousand to five thousand dollars.
547,"When the fortunate depositor has reached the limit with one savings bank, there is no law to prevent his opening another account with another, or with any number of similar banks."
548,"Remember the savings banks are not meant for capitalists, but for small depositors."
549,"After deposits and interests have reached a total of the interest will not go on earning interest, but will be regarded simply as a deposit."
550,This is in compliance with law.
551,"Depositors, posted as to the law, open another account with another bank, and keep on till the interest limit is reached."
552,HOW TO DRAW MONEY A savings bank depositor may either draw money himself or through some properly authorized person.
553,This is the method: The deposit book is presented to the paying teller.
554,The owner states the sum he wants to draw.
555,"Having assured himself that the bearer of the book is the right person, the teller takes a receipt in a book kept for the purpose, for the amount, enters the same on the right hand or debit side of the book, and hands out the money."
556,"There is a form of authorization for another to draw, printed on the deposit book."
557,This must be copied and its directions complied with.
558,"Most banks will not allow depositors to draw out less than a fixed sum, say"
559,"This saves trouble, and prevents thoughtless depositors from going to the bank every time they want a dollar."
560,"Before a depositor can draw a large sum from a savings bank he may be compelled, under the law, to give from one week to six weeks' notice of his intention."
561,"This provision may not prevent a run on the bank, but it gives the managers time to provide for it."
562,Read the rules in the deposit book.
563,HOW SAVINGS BANKS EARN How can a bank that does not discount notes or deal in loans and commercial paper earn money
564,"While they may be individually small, the aggregate of all the deposits in a savings bank may, and often do, amount to many millions."
565,This money is not allowed to lie idle.
566,"Under the skilled direction of the bank officers, the money, instead of lying idle in the vaults, is invested in many ways, but always in accordance with the laws of the state under which the bank is chartered."
567,"Much of the money is invested in mortgages on real estate, never on personal property."
568,"National bank stocks, sound railroad bonds, and other forms of reliable interest security are fields for the investment of savings bank funds."
569,Savings banks are subject to the periodic inspection of state officers appointed for the purpose.
570,The failure of a savings bank through bad investments or the dishonesty of officials is very rare.
571,Avoid all banks that promise more than the regular rate of interest.
572,"Private banks may be, and usually are, honestly conducted, but to be safe, deposit only with a bank that is regularly chartered and is subject to the inspection of the law."
573,The savings bank is the best for the wage earner.
574,"CHAPTER X NOTES DRAFTS The promissory note is a most useful kind of commercial paper, and it is in general use in business."
575,"If a man has not sufficient ready cash to pay for the real estate he is about to purchase, he makes up the difference by a note, which note is secured by a mortgage on the property."
576,Remember the mortgage must always be regarded as security.
577,Often wholesalers take a note as part or even full payment for a bill of goods to a retailer.
578,"If the wholesaler needs money, he endorses these notes and putting them in his bank draws against them, less the discount he has to pay for the accommodation."
579,"As has been shown, an account may be transferred and sold, but a note is more convenient for that purpose."
580,"AN ILLUSTRATION As with a check the maker of a note is known as a drawer, the person in whose favor it is drawn is the payee."
581,"Notes may be written in pencil, but it is better and safer to write with ink on good paper."
582,"Supposing you buy a team of horses, or it may be a bill of goods, from John Brown, for"
583,Now you have only in cash.
584,"Mr. Brown, knowing you to be reliable, says: That's all right, friend Jones."
585,"You pay me the cash for which I will give you a receipt, then I will take your note for six months, payable at my bank."
586,"You agree to this; pay out the money, make and deliver the note and take the property in question, which is now yours as much as it had been his before the transfer."
587,The following would be a legal form in which to make the note:
588,"Six months after date I promise to pay to the order of John Brown.............. Two hundred and fifty ...... dollars,.... At the Lincoln National Bank of Summit .......... Value received."
589,"Now, if before the expiration of this note, you want to make a payment on it of, say, you take the money to Mr. Brown, who endorses on the back of the note, Received on the within note January d., if that be the date, and signs, John Brown."
590,"It may be well to remember that while a running account may be collected at any time, the law cannot prevent the maker of a promissory note from selling all his belongings and leaving the country before the note is due."
591,"DAYS OF GRACE Notes may be time notes, that is where there is a specified time for payment, or demand notes."
592,The latter are collectable on presentation.
593,With the time notes three days grace are allowed after the expiration of the date for payment.
594,No such favor is allowed in the case of demand notes.
595,These grace days do not seem businesslike.
596,Why not add them to the date in the note
597,"Well, it is a custom, quite as old as the greater part of our laws, and so it must be observed."
598,"Under the law a note is payable at the home or business place of the drawer, unless otherwise specified."
599,INDORSING NOTES A note secured by a mortgage has its payment guaranteed.
600,"The usual way of securing the payment of a note given in business is to have it endorsed with a good name across the back, as in endorsing a check."
601,By writing your name across the back of another man's note you announce to all the holders of that note that you know the maker and that if he does not pay it you will.
602,"In most states the indorser of a note cannot be held responsible for payment, unless the holder notifies him, within twenty four hours after the note comes due, that the maker cannot or will not pay."
603,"If an indorsed note changes hands, each indorser is responsible to all endorsers who follow him and also to the last holder of the note."
604,"If an indorser, that is, one into whose hands the note has come after the first endorsement, should not wish to guarantee payment, he writes before his name, Without recourse to me."
605,This is known as a qualified endorsement.
606,"A NEGOTIABLE NOTE Most notes are negotiable; that is because they may be sold, like any other personal property, or the ownership may be transferred from one person to another."
607,"No note is negotiable that does not bear on its face, the words, Pay to bearer, or Pay to the order of, followed by the payee's name."
608,JOINT NOTES When two persons sign a note they become jointly and individually responsible for its payment.
609,Such persons are known as joint makers.
610,"If one signs his name on the back of a note before it has been handed to the payee, he makes himself not only an endorser, but a joint maker."
611,"If the maker of such a note refuses to pay on the expiration of time stated, he is liable for the amount without any notification."
612,"DISCOUNTING NOTES If a business man borrows from a bank on his note, he must pay for the privilege."
613,Interest is a sum paid for the use of money.
614,Interest is reckoned as a certain percentage yearly on the principal.
615,Interest on interest is called compound interest and is unused in ordinary business transactions.
616,"Instead of collecting interest when the amount borrowed on a note is due, or deducting it from the principal in advance, it discounts the note at the rate agreed on and pays the rest."
617,"This is called bank discount and its rate is variable, depending on the abundance or scarcity of money."
618,"Money is a marketable article, and the price, like that of wheat or cotton, is governed by supply and demand."
619,"INTEREST ON NOTES A note may be made payable with interest, or not, as the parties concerned may agree."
620,"If nothing is said about interest in the note, no interest can be collected."
621,"Again a note may go into details and specify that the interest shall be ten per cent, payable semi annually, provided always that the rate shall not be higher than the legal interest of the state."
622,Excessive interest is known as usury.
623,"It invalidates all the interest, and in some places the principal is forfeited."
624,When the holder of an interest note receives interest payment he must record the date and sum on the back of the note.
625,"PROTESTS If a note comes due on Sunday or on a legal holiday, payment must be made on the following day."
626,Holidays are appointed by the separate states.
627,"The United States recognizes no day as a holiday, except Sunday, and that is acknowledged through custom."
628,It is customary for banks to notify makers of notes held by them a few days before time set for payment; but this is not required by law.
629,"If a note lies unpaid in bank the day set for payment, as soon as the office closes for regular business the note is protested."
630,The protest is made before a notary public; he is usually an employee of the bank.
631,"In the protest formal objection is made against the breaking of the promise, and demanding that the matter be set right by the maker, or on his failure, by the indorser."
632,"The indorser, who has to pay, has a claim for the amount on the maker of the note, as he would have for money loaned or goods sold, and he can sue to collect."
633,A note that is not paid within a fixed time is said to be outlawed.
634,Remember the indorser of a note must be notified within twenty four hours of the failure of the drawer to make good.
635,NOTICES The object in protesting a note is to fix the liability on the endorser.
636,If there be more than one endorser notice of protest must be sent to all at the same time.
637,"It is better, where possible, to serve the notices on the indorsers in person."
638,The payee must also be notified.
639,ACCOMMODATIONS There is a form of note sometimes used in business which is given without any consideration on the part of the maker.
640,This is known as an accommodation note.
641,"The maker of such a note does not expect to pay it, nor does the man in whose favor it is drawn expect to do so."
642,"An accommodation note is an instrument by the sale of which, or through a bank, money may be raised for immediate use."
643,The maker in this case is a friend who loans his name.
644,As there was no value received such a note could not be collected by the payee.
645,"But if it passes into the hands of a third party, who endorses it, then the maker of the note can be compelled to pay."
646,A LOST NOTE A note may be lost or stolen.
647,The losing of a note does not release the maker from payment of the full amount on the date and at the place named.
648,The loser should at once notify the maker of his loss.
649,"A man who buys, before its maturity, a lost or stolen note, may collect the full amount from the maker, provided the note is payable to bearer and no notice of the loss has been published."
650,"When the maker of a lost note pays the amount to the original owner, he should receive from him what is known as a bond of indemnity."
651,This bond is to secure him against paying a second time.
652,NOTES ABOUT NOTES There are some things worth remembering about promissory notes.
653,Never give one if you can pay cash.
654,A note made on Sunday is worthless in some states.
655,A note given under compulsion is worthless.
656,"Notes made by a drunken person, or obtained by any form of fraud cannot be collected under law."
657,Notes bear interest only when so stated in body of note.
658,The holder of a note has a legal claim against every indorser.
659,Each indorser is responsible to every indorser who follows him.
660,"Notes are valid without reference to the kind of paper, or whether they are written with pen or pencil."
661,Losing a note does not release the maker from payment.
662,"If no time is set in a note for payment, it becomes due as soon as it is made."
663,"Where a note is made in one state and is payable in another, it is governed by the laws of the state in which it is to be paid."
664,Notes payable on demand draw no interest until after they have been presented for payment.
665,If a note reads with interest and no rate is specified then it draws the legal interest in the state in which it was made.
666,Demand notes are not entitled to days of grace.
667,"If no place of payment is named in a note, it should be presented to the maker personally in business hours."
668,The misspelling of a word or words in no way invalidates a note.
669,If a person who cannot write makes a note his mark should be properly witnessed.
670,The makers of a joint note must be sued jointly.
671,"If the words and the figures in a note disagree, the words take precedence."
672,A note signed by a firm may be collected from either of the partners.
673,"When a payment is made on a note secured by a mortgage, the amount is endorsed on the note, never on the mortgage."
674,"A note given by a minor is void, unless given for actual necessities, like food and clothing."
675,If a note made by a minor is acknowledged when he comes of age it is binding and collectible.
676,CHAPTER XI A DRAFT A draft is a written order from the first party to the second party to pay to the third party a certain sum of money at a certain time.
677,The first party is called the drawer.
678,The second party is the drawee.
679,The third party is the payee.
680,There are two kinds of draft.
681,"The first is usually where the cashier of one bank, through his own check, draws on another bank for the cash difference in their accounts with each other."
682,The second form of draft is the most usual and is the one we shall here consider.
683,The cashier's draft is always for cash and the demand is always honored.
684,The ordinary business draft may be for cash or for goods.
685,"The business draft is usually honored, but there are circumstances under which it may be ignored."
686,"TO MAKE A DRAFT But let us suppose that the draft is all right and that a merchant, let us call him Henry Thomas, and suppose him a resident of Philadelphia, has a bill against James Taylor, of Cleveland, and he wants to collect it, without recourse to law."
687,How will he go about it
688,"Mr. Thomas writes this draft: Philadelphia, Pa., Sept."
689,At sight pay to the order of Johnson National Bank of Philadelphia One hundred................... dollars.
690,With exchange and charge same to Henry Thomas.
691,"Having drawn his draft, Mr. Thomas takes it to the Johnson National Bank for collection."
692,The collection is actually made by some bank in Cleveland to which the Johnson has endorsed it over.
693,"If Mr. Thomas wished he might have sent his draft direct to the Cleveland bank, but he no doubt thought it better to transact such matters through his own bank."
694,"Or if Mr. Thomas lived where he was not in touch with a bank, he might have drawn through any person whom he knew in Cleveland."
695,"On receiving the draft for collection, the Cleveland bank would at once give it to a clerk who would without delay present it to Mr. Taylor."
696,"Mr. Taylor, having written his acceptance of the draft, is given three days grace in which to make payment."
697,"In states where days of grace are not allowed, he would have to pay at once."
698,"Mr. Taylor writes the word accepted, with the date and his name across the face of the draft, and if he does not pay cash, he states in the writing where payment will be made."
699,"Of course, Mr. Taylor cannot be compelled to accept a draft."
700,"There may be good and honest reasons for his not doing so, but having accepted it, in business honor he is bound to pay it."
701,"The term Sight draft explains itself, but the order to pay a draft may indicate, and often does, the number of days allowed for payment, after presentation."
702,"FOR COLLECTION What should be done by the man to whom a bill or a note is due, when the debtor lives in a place where there is no bank"
703,In that case he must learn in some way the name of a promising person to make the collection for him.
704,"In this case he makes out the draft as before, and adds the words for collection."
705,This acts as a bar to any transfer of the paper.
706,Most banks refuse to handle a draft marked for collection.
707,DISHONOR Drafts are not necessarily duns.
708,"Some country merchants prefer to pay their bills to wholesalers in that way, so that collecting drafts is no small part of the business of the ordinary bank."
709,"While men are not compelled to meet drafts when presented, if the amount is due and he defaults or refuses to pay he injures his own credit."
710,In refusing a just draft he is said to dishonor it.
711,"So sure are wholesalers that their drafts will be met by their distant debtors that they do not hesitate to draw against them when deposited for collection, regarding them as cash to their credit in bank."
712,"PROTESTS When a draft is not accepted or paid when due, if it be a time draft, it is protested in the same way as a note."
713,The protest of a draft serves as a notice to the drawer of its non acceptance.
714,"Like notes and checks, drafts may be transferred by a similar endorsement."
715,"BUYING DRAFTS If I wanted to pay a bill for to Albert Holt, living at Wallace, Kansas, and did not wish to trouble him with a check, how would I go about it"
716,"I might express the cash, which would be expensive."
717,"I might send it in postal order, not always certain."
718,"I might send it by a trusted hand, but might have long to wait before I found a friend going out to Wallace."
719,"I am living in New York City, and am familiar enough with banking to know that New York is a great financial center and is in constant communication with nearly all the outside banks."
720,"The outside banks keep money in deposit here, and the New York banks, particularly in the spring and autumn, keep deposits with their correspondents."
721,"With my and a small extra sum to pay my bank for drawing the draft, I go thither and buy a draft for the sum I owe Mr. Holt."
722,I mail this draft to my creditor and he can cash it without loss in his home bank.
723,Madison National Bank of New York.
724,"Pay to the order of Albert Holt, One hundred and fifty dollars ..."
725,"To Prairie National Bank, Wallace, Kansas."
726,"A GOOD PLAN When you buy a draft which you mean to send off in payment of a debt, a good plan is to have it made payable to yourself."
727,Let us suppose it is the case of Albert Holt.
728,"You transfer the draft to him by writing across the back, Pay to the order of Albert Holt, and add your signature."
729,"Now as all drafts are returned, as payment vouchers, to the banks from which they were issued, and as Mr. Holt must have signed the draft to get his money, it follows that there is a record of his having received it, and this has all the force of a receipt."
730,"Do not endorse a draft with just your name, for in that case, anyone into whose hands it falls may collect."
731,First write Pay to the order of the person for whom it is intended.
732,"GOOD AS CASH A draft made payable to yourself is as good as cash, and far safer to carry."
733,"If you are identified at any bank between the Atlantic and Pacific, you can have your draft cashed."
734,"Never endorse a draft made payable to yourself, and this applies to a check, until you are about to use it."
735,It is a good plan never to sign your name until it is actually necessary.
736,Some people have the foolish habit of signing their names on stray bits of paper.
737,"Do not get into this habit, even if there is no space to fill out a note or order above the signature."
738,"CHAPTER XII JUST MONEY As has been before stated, money in its broadest meaning is a medium of exchange."
739,"Anything that can pay a debt or purchase property, in any part of a country, is the money of that country."
740,Every civilized country has its own minted or printed money.
741,"The usual mediums of circulation are gold, silver, nickel and copper, the latter alloyed more or less in the United States with nickel."
742,"Government and bank bills, while having all the purchasing power of gold, are simply promises to pay in gold, or other coin of redemption , the amounts they represent."
743,"The money of one country cannot legally be made to pay a debt in another country, unless both parties to the payment agree to it."
744,"When gold is exchanged to settle the balances of trade between two countries, it is not reckoned, if coined, at its face value, but at its bullion value."
745,The word pecunia meant in ancient Greece and Rome a flock or herd.
746,"In those days live stock were used as a medium of exchange, or money."
747,"We keep the word and often use it as in pecuniary affairs, and when we call a moneyless man, impecunious."
748,"UNITED STATES MONEY The United States Government reserves to itself the right under the constitution, to coin and issue the money to be used by its own people."
749,"Formerly we had two standards of value, gold and silver, or bimetalism."
750,"If gold and silver were produced in relatively equal quantities, the world would go on trading with money of both kinds, but the proportions are not the same."
751,"Among the Aztecs and Peruvians silver ranked with gold as two to one, that is, two pounds of silver would purchase as much as one pound of gold."
752,"But when great silver mines were discovered and new methods were discovered for extracting the metal, it became more and more abundant, till it depreciated far below the former value it had in its relation to gold."
753,"Most of the commercial nations decided to have but one standard of value, and that gold, long before the United States fell into line."
754,"Our money measure is known as the decimal, or metric."
755,"It would be convenient, if we could follow the example of nearly all the other commercial nations, and use the metric system for all our weights and measures."
756,"OUR METAL MONEY In the United States Treasury at Washington, there are many million dollars in silver coins and bullion."
757,"The gold standard has not driven silver out of circulation, for it is still found convenient to use it in settling immediately our smaller business transactions."
758,"When the silver dollar was first coined, and indeed up to the present date, the intention was that it should contain about a dollar's worth of silver, or Troy grains of the pure metal."
759,"This amount of silver was supposed to represent permanently grains of pure gold, and it did so represent its value at one time, and would have continued to do so, had the relative output of both metals been the same."
760,"Our chief mint is in Philadelphia, where is coined all the copper, nickel, silver, and gold money in use."
761,"To imitate these metals, even where the full value is given, constitutes the criminal offence called counterfeiting."
762,"In former times, some of our older readers will remember them, the Government meant to have the metal in each coin of about its unstamped value in the market."
763,"In those days the cent was as large as our present silver half dollar, and the copper two cent piece was a monster in the way of coinage."
764,Now our copper and nickel coins are small and can be carried without testing strength of pockets.
765,They are regarded as money tokens.
766,Silver coins that are punched can be refused in the settlement of a debt.
767,"Punched gold coins should always be refused, for they are never of their face value."
768,Silver coins may be used in the settlement of bills up to
769,"Gold coins are, of course, legal tender up to any amount."
770,PAPER MONEY We usually class all paper money as bills.
771,"There are three classes of bills, all quite different in their inception and meaning."
772,BANK NOTES A national bank note is the guaranteed promise of some national bank to pay coin or its equivalent to any one presenting the note at the bank and asking to have the exchange made.
773,"If you examine a bank bill you will notice that it is drawn much like an ordinary business demand note, made payable to bearer, and signed by the bank president and cashier."
774,"For every dollar of its own sent out in the form of a bill by a national bank, the Government holds a dollar of the bank's collateral to guarantee the redemption of the note if the bank should fail."
775,"National bank notes are received in all business transactions, because they are secured by the Government, yet there are cases in which even the Government will not receive them in payment of a claim, nor pay them out itself."
776,All import duties must be paid in gold.
777,The Government pays the interest on its own bonds in gold.
778,The Bureau of Engraving and Printing a department of the United States Treasury makes and prints all the national bank notes.
779,On all these notes the names of the United States Treasurer and the United States Register appear.
780,"The names look like signatures, but they are facsimilies and are printed with the note."
781,"The notes are printed on specially prepared paper, to imitate which is regarded as a counterfeit."
782,Soiled and worn out bank notes may be exchanged for fresh ones at the Treasury Department.
783,The name comes from the color in which they first appeared in the years of our Civil War.
784,"The treasury note is really an engraved promissory note of the United States Government made payable to the bearer, and bearing the signatures of the Treasurer and Register of the Treasury."
785,These notes are issued in denominations of from five to ten thousand dollars.
786,"Formerly there were one and two dollar treasury notes issued, and we still find some of these old timers in circulation."
787,"There are so many treasury notes in circulation that the Government, vast though its bullion and coin reserves are, could not redeem them if presented at once."
788,The treasury note is a legal tender for any amount of indebtedness.
789,"The Government prints the following guarantee on every treasury note: This note is, by law, to be considered as good as coin."
790,Any one to whom you pay it must reckon it as equivalent to a dollar in value.
791,"TREASURY CERTIFICATES The treasury certificate is, in form, very much like the treasury note, and it bears the signatures of the same officers."
792,"Treasury certificates are of two kinds, gold and silver."
793,The gold certificates are printed in yellow.
794,The silver certificates are light black and white.
795,These certificates are issued against the great reserves of gold and silver that are kept to redeem them.
796,The use of the gold certificate saves the loss of the gold that comes through abrasion when handled.
797,A five dollar silver certificate is much more convenient to carry than five silver dollars.
798,"These certificates, as may be seen, are issued for the convenience of the public."
799,"Certificates of either character will be redeemed to any amount, in the metals for which they call, if presented at the United States Treasury at Washington, or at any of the sub treasuries to be found in our larger cities."
800,"WORN OUT NOTES Only those familiar with the work can realize the great quantities of bank bills, treasury notes, and certificates continually being made and sent out from Washington."
801,"While a stream of clean, fresh paper of enormous value is going out to be spread all over the country, another stream of soiled, torn and altogether disreputable looking paper is flowing back to the Treasury."
802,"The filthy paper is quite as valuable as the clean, so it is properly checked, recorded, and credited before new paper is sent out in its place."
803,They are now trying to make old bills presentable by washing them at the Department.
804,"Meanwhile, most of them are ground again into pulp, made into new paper, and all the first processes gone through with to make the paper into money."
805,"CHAPTER XIII OUR POSTAL BUSINESS Up to a few years ago, it was the city, town and village dweller who reaped the greatest benefit from the post office."
806,In dense communities carriers leave the mail at the place to which it is addressed.
807,Where this is not done the walk for the mail is not far.
808,"Now the purpose of our Government, which is of the people and by the people, is to treat all the people alike."
809,"However, up to a few years ago the farmer, our most essential producer, had not a fair deal."
810,Fortunately things have changed and are still changing for the better.
811,"Rural Free Delivery was an idea as just as it was grand, and as welcome as it was necessary."
812,"The purpose of rural free delivery is to accommodate dwellers in the country, whether farmers or not."
813,"Through this branch of the service mails are carried daily, on fixed lines of travel, to people who otherwise would have to go long distances to reach a post office."
814,The Government requires that the states or counties shall keep in good condition the roads traversed by the mail carriers.
815,"Gates must not obstruct, and it is required that every unfordable stream shall be bridged."
816,"It is further required, as a condition for establishing a line for rural free delivery, that each route of twenty four or more miles in length shall have at least one hundred families resident on either side."
817,CLASSIFIED MAIL MATTER Mail matter is divided into four classes.
818,For each class a different rate is charged.
819,"First Class: All letters, and all other written matter, with a few exceptions, pay two cents for each ounce, or fraction of an ounce."
820,"Second Class: Newspapers, magazines, and other periodicals, one cent for each four ounces or fraction of four ounces."
821,"Publishers of periodicals, sending direct from place of publication, get a lower rate, one cent a pound."
822,"Third Class: Books, circulars, and other printed matter, one cent for two ounces or fraction of two ounces."
823,"Fourth Class: Merchandise and miscellaneous articles, weighing not over four pounds, one cent for each ounce or fraction of an ounce."
824,"On a tag, or the paper on which the address is written, the sender of third class matter may write from and add his own name and address."
825,"On the blank leaf of a book, forwarded as third class matter, the sender may write a dedication or inscription, but it must not be in the form of a letter."
826,Fourth class matter must be so wrapped that the postal authorities can examine the contents without much trouble.
827,"Such articles as glass, nails, needles or other matter that might work injury if it came loose, must be enclosed in two separate wrappings, or a double case."
828,"Poisons, explosives, inflammable substances, and live animals are excluded from the mails."
829,Firearms may only be sent in detached parts.
830,All alcoholic liquors are regarded as explosive.
831,"FOREIGN RATES The rates to Canada are the same for all classes of matter as in the United States, except that seeds, scions, bulbs, cuttings, and roots are one cent per ounce."
832,To Cuba all the rates are the same as for domestic matter.
833,Rates with Mexico are the same as if mailed between our own states.
834,"Packages are limited to pounds ounces, except that single books may weigh more."
835,Merchandise must be sent by parcel post.
836,"To all other countries, in what is known as the Postal Union , the rates for letters are five cents for each half ounce or fraction thereof."
837,"Postal cards two cents each, double four cents."
838,"Registration fees or letters or other articles, four cents each."
839,"Ordinary letters for foreign countries, except Canada, Cuba and Mexico, must be forwarded, whether any postage is paid on them or not."
840,All other mailable matter must be prepaid.
841,"Alaska, Hawaii, Guam, Tetuila, the Philippines and Porto Rico are regarded as insular or territorial possessions of the United States, and are entitled to the same postal rates."
842,"STAMPS Postage stamps may be purchased at any United States post office, or at any place authorized to sell them."
843,Anyone may sell postage stamps as he would any other personal asset.
844,"If stamps are bought to be enclosed in a letter, they should never be of a higher denomination than twos and ones, as they are easily disposed of."
845,Letters should always be stamped on the upper right hand corner of the envelope.
846,Packages should be stamped in the same way and on the addressed side.
847,The using of cancelled stamps is a felony.
848,Foreign stamps have no value on letters or parcels mailed in the United States.
849,"A domestic, unstamped letter will not be forwarded."
850,"If a stamped letter is found to require more postage, the amount lacking is stamped on the letter, and must be paid by the receiver."
851,"Stamped envelopes and stamped wrappers are sold by the post office at the usual rates of postage, with the cost of the paper added."
852,"If a stamped envelope or wrapper is spoiled, the stamp must not be cut off and used by pasting on another envelope or wrapper, for it will be treated as if no postage were paid."
853,"Such spoiled wrappers or envelopes will be exchanged, without charge, by the postmaster, for stamps of the same value."
854,POSTAL CARDS Never use a postal card to dun a debtor.
855,Never send a confidential message on a postal card.
856,"Foreign postal cards, that is those bearing a foreign stamp, cannot be used in the United States."
857,An international postal card can be bought.
858,"Postal cards and letters may be redirected and forwarded without extra charge, where the address of the receiver has been changed."
859,Packages require a renewal of payment in such cases.
860,REGISTERING LETTERS A letter or a parcel may be registered to further insure its safe delivery.
861,"When a letter or parcel is registered, it must have the sender's name and address written across the left hand end of the envelope and on the reverse side."
