,Sentences
254,This breathing in unison will soon establish the very best possible rapport conditions between them.
255,From four to seven Rhythmic Breaths will be sufficient to establish the proper conditions in ordinary cases.
256,"In the performance of a test, in case you should feel the power of the Transmitter failing, you should stop and ask him to breathe in unison with you for a moment, and then re start your work."
257,"By breathing a little loud the other person will catch your time, so that it is not necessary for you to instruct him in the science or theory of Rhythmic Breathing."
258,"Simply tell him to breathe in unison, and keeping time with you."
259,"Begin all your practicing with this Rapport Breathing, and start each demonstration with it, also."
260,"You will find that it will have a very soothing, calming, quieting effect upon both persons, and will produce in each a mental earnestness and concentration that will help along the demonstration of Mind Reading."
261,"We shall not mention this Rhythmic Breathing or Rapport Condition when we proceed to give you the detailed direction, for the demonstration, but you must remember that it should be observed in each case."
262,"Of course, you will be able to get results without it but not so easily, or so thoroughly and satisfying."
263,"It is well to conclude your practice by taking a few deep breaths by yourself, and not in unison with the Transmitter."
264,"The prime requisite for a successful demonstration of Mind Reading is the acquirement, or possession, by the Transmitter, of a clear idea of _direction_ in his mind."
265,"The associated requisite is that the Transmitter be able to _concentrate his will_ upon the mind of the Receiver, impressing upon him the _Sense of Direction_ so strongly that he will move in accordance with the Will of the Transmitter."
266,Remember the two points to be observed by the Transmitter.
267,"Begin by having the Transmitter standing beside you in the centre of the room, _you being blindfolded_."
268,"Have him mentally select some one corner of the room, saying nothing to you of his choice."
269,"Then let him concentrate his mind upon that one corner, forgetting every other part of the room."
270,"Then have the Transmitter grasp your Left Hand with his Right Hand, you grasping his fingers in your hand and lifting the hand to your forehead."
271,"Hold the hand against your forehead, just above your eyes."
272,"Instruct him then to _will_ that you go to the corner of the room that he has selected, shutting out all other thoughts from his mind, and _concentrating_ his entire Attention upon the projection of his Will."
273,"He must not content himself merely forming a Mental Picture of the selected corner, but must think of the _Direction_ of that corner, just as he would in case he were to wish to walk there himself."
274,He must not simply think That Corner he must think _There _ using the sense of Direction.
275,"He must _will_ that you shall _go there_, carrying the words _Go There _ in his mind."
276,"You, the Receiver, must place yourself in a perfectly _passive_ and _receptive_ state of mind, resigning your own Will for the time being, and being perfectly willing and desirous of being mentally _directed_ or _led_ by the Will of the Transmitter."
277,"He is the Active factor, and you the Passive."
278,"It is the strength of his Will, and the degree of your Receptivity that makes the demonstration a success."
279,"Keep your eyes closed, even though you be blindfolded, for by so doing you induce a Passive state of mind, and even the stray glimpses that you may catch through the handkerchief will serve only to distract you."
280,"You must shut out sights, and even thought of sights."
281,"Stand quiet a moment or two, awaiting impressions from the mind of the Transmitter, who is making the mental command: _Go there; go there, I say _ while at the same time he is _willing_ that you follow his command."
282,"After a moment or two of passive and receptive waiting, you will begin to feel an impulse to move forward."
283,"Obey this impulse and take the first step, which will often be in an entirely opposite direction from the selected corner."
284,The idea of this first step is to get started.
285,"While you are taking the first step or two, you will feel a clearer impulse toward the real selected corner, and will find yourself swinging around to it."
286,"Do not grow impatient, for you are but learning to receive the impressions."
287,"Advance one foot forward, hesitatingly, resting your weight on the ball of the other foot, and you will soon feel yourself being _compelled_ to move in a certain direction, which will end in your moving toward the right corner."
288,"You will soon become conscious of being directed by the _Will_ of the Projector, whose mind is acting upon yours and leading and directing you toward the right place."
289,"It is difficult to describe to you the exact feeling that you will experience, but a little practice will soon make it clear to you."
290,"Follow the impulse, and you will soon begin to feel the mental command, This way this way no, not that way but _this way_, until you will reach the desired spot, when you will feel the command: That's right stop where you are this is the place."
291,"If you start to wander off in the wrong direction you will begin to feel the correcting impression: _This way_ _this_ way, I tell you, and if you will but passively receive and follow the mental telegraph message you will find the impulse growing stronger and stronger until you walk right into the corner selected, when you will feel that you have reached Base, as the children say in their games."
292,"When you walk in the right direction you will feel the mental message, Right, right you are ; and when you move in the wrong direction you will feel the mental message, saying No, no, not that way _This way_, I say, come along, _come_"
293,"By practice you will soon become quite sensitive to these guiding thought waves, and will act upon them almost automatically."
294,"Practice will soon so sharpen your perceptive faculties that you will often be able to move right off to the desired corner at once, sometimes actually running right to it, dragging the Transmitter after you."
295,You will soon begin to notice that there is quite a difference in the power of Concentration on the part of different people acting as the Transmitter.
296,"Some will be able to Concentrate so forcibly that they will send you the message clear and sharp, while others will send only a feeble and wavering message."
297,The more Concentration the Transmitter has the stronger will be the message.
298,"It will be very advisable for you to experiment with a number of persons acting as the Transmitter, so that you may become familiar with the different degrees of Concentration, personal characteristics of people in Transmitting, etc."
299,This will aid you when you begin your parlor performances.
300,"When you find a lazy Transmitter who is sending only feeble messages, you must remonstrate with him, telling him that he must exercise his _Will Power_ more."
301,"This plan will often arouse in them a desire to give a good exhibition of their Will power, and they will begin sending you strong mental impulses."
302,"It is a good plan, when you have an unsatisfactory Projector, to extend his arm out its full length and hold it up about the height of your eyes."
303,"In this way he feels the strain, and it arouses his Will in order to hold it there, which seems to act in the direction of his sending sharper and clearer messages and impulse."
304,"In case the Transmitter proves very unsatisfactory, substitute another for him."
305,But as a rule this unsatisfactoriness arises from the fact that he does not fully understand his duties does not know what is required of him.
306,A little practice and instruction will bring him out all right.
307,"It is often advisable to let the Transmitter read this book of instructions, if he happens to be a personal friend who is helping you out in your practicing and experiments."
308,"The Transmitter will find that by _looking_ toward the selected corner, he will be aided in concentrating his attention and directing his Will Power."
309,"Practice this exercise and experiment, in different rooms, and with different Transmitters, until you can go readily to the selected corner."
310,"Do not be discouraged, but remember that practice makes perfect, and that like any other thing the art must be learned by patient practice and repetition."
311,"It is like learning to play the violin skating dancing, or anything else."
312,"If after a number of trials you begin to feel tired, stop practicing and adjourn the experiments until the next day."
313,"Do not unduly strain yourself, or tire out your mind."
314,When the next day comes you will be surprised at the added proficiency you have gained.
315,"You may vary the above method by holding the Transmitter's hand out at arm's length, instead of holding it up to your head."
316,"Some find one plan more effective, and others prefer the second."
317,"The principle is the same in both cases, so adopt either plan, or any variation thereof, providing it proves effective."
318,"After you have grown proficient in locating the corners of rooms, you may have the Transmitter select other parts of the room, such as doors, mantels, windows, alcoves, projections, etc."
319,"Try a number of these selected locations in turn, gaining a variety of experiences which will prove valuable later on."
320,"In all of these experiments the Transmitter must guard you from running into obstacles, furniture, etc., by telling you to avoid them, guiding you past them, and in other proper ways prevent you from bruising yourself or breaking or upsetting things."
321,"You must impress this upon his mind, and then you should give yourself into his care with the utmost confidence, giving yourself no further concern about these things, and keeping your mind as passive as possible."
322,Don't allow your mind to be distracted by outside things attend to the matter of the experiment in which you are engaged.
323,"The next step should be the selecting and finding of large objects in the room, such as chairs, tables, etc."
324,Proceed as in the previous exercises.
325,"Do not neglect this exercise in your desire to do more wonderful things, for you need just this training."
326,"You will realize the importance of these exercises after you begin to appear before friends and evening companies, etc., when you will be called upon to find hidden objects, selected articles secreted under tables, on persons, on furniture, etc."
327,If you can find selected chairs you will be able to more readily find persons seated on chairs.
328,"Continue this exercise until you can readily find any and every piece of furniture in a room, and the other large objects in a room as well, when they are thought of by the Transmitter."
329,"After mastering the above exercise have the Transmitter select some small articles, such as a book, vase, ornament, etc., on a table, mantel piece, etc."
330,"Proceed as before, varying the objects and places, endeavoring to get as wide a range of experiences as possible along the line of Mind Reading of this kind."
331,"After you have mastered the last mentioned exercise, have the Transmitter select a small object, such as a watch key, match safe, etc., and secrete it in some part of the room, you remaining out of the room until the article is selected and hidden."
332,"Proceed as before, until you find the secreted object."
333,"Your Transmitter should endeavor to give you a great variety in this exercise, in order to properly train you for the public demonstrations before companies, etc."
334,"Have him place a key in a book, under a rug, back of a picture, and in similar difficult places."
335,Let him exercise his ingenuity in finding strange places in which to hide the object.
336,"In the experiments in finding the hidden objects he must train himself to give you the mental messages up ; down ; to the right ; to the left, etc., just as he did his old message or impulse this way."
337,And you must train yourself to receive them.
338,"This training will be of the greatest possible benefit to you when you are called upon later to find objects hidden in people's pockets, etc."
339,"The above exercises will train the student to receive and act upon the mental commands or messages of the Transmitter, under a great variety of circumstances and conditions."
340,Many of the most successful public Mind Readers started out in public work with far less careful and thorough training.
341,But there are now still greater degrees of proficiency possible.
342,"The student will find in succeeding chapters a number of interesting and startling feats and experiments which are intended for parlor audiences, etc., but which may be most profitably practiced previously with the aid of a good friendly Transmitter, in order that the Performer may familiarize himself with the details of the experiment, and thus be more at his ease when he demonstrates it in public."
343,"Then other new experiments and feats will suggest themselves from time to time, to the intelligent student which, likewise, should be practiced previous to a public demonstration."
344,"In finding a hidden object, the first thing to do is to get an idea of the direction."
345,"Then the general location of the hiding place; and so on, from general impressions to detailed ones, until at last the fingers close upon the object itself."
346,"The Transmitter will be greatly relieved when the object is finally found, and the relaxing of his mental tension may be distinctly felt, and then you will know that your search is at an end."
347,"Before taking you on with the work before an audience, we must urge upon you to prepare yourself thoroughly by means of the above mentioned exercises."
348,"The great tendency among students is to hurry through to the public work, and skipping the exercises as much as possible."
349,"You will never be a thoroughly good demonstrator of anything in life, until you master the rudiments, and by practice familiarize yourself thoroughly with the details of the work."
350,And Mind Reading is no exception.
351,"It is true that after a few exercises you may be able to give a fair demonstration before an audience, but you will never get further than fair without careful practice."
352,"And therefore we urge you to have patience and perseverance, and to stick to the exercise until you become a Master of Mind Reading, when you need fear no audience whatsoever, and will be able to give a demonstration that will be a great credit to both yourself and to us, your instructors."
353,"And, now for your work before an audience, remembering, always that the feats and experiments that we shall mention, should be practiced by you privately, with the aid of a friendly Transmitter, before you reproduce them in public."
354,"In the case of feats, in which the audience is a party to the experiment, such as the finding of a scarf pin on a member of the audience, you may practice with a dummy audience, that is with an imaginary audience consisting of chairs, etc., until you familiarize yourself with the details of the feat."
355,"In beginning a public demonstration, it will be well for you to give a short preliminary talk to the audience, somewhat along the following lines: OPENING TALK."
356,"Ladies and Gentlemen, with your assistance I shall endeavor to give you a demonstration of practical Mind Reading, beginning with some simple feats, and then proceeding gradually to more complicated demonstrations."
357,"In these demonstrations, I must have your co operation, for the success of the experiments depends as much upon you as upon myself."
358,"In the first place, I must ask that you refrain from conversation, laughter, etc., while I am demonstrating, for these things distract the mind of the Transmitter and prevent him from concentrating his Mind and Will upon mine; and also prevent me from maintaining that Passive Mental State which is essential to the success of the experiments."
359,I trust that you will help me in this way.
360,"I also ask that during the experiments, you will all concentrate your Mind and Will upon me, and help me in the work."
361,"In order to obtain the best results all Mind Readers prefer that their audiences concentrate their Wills upon the work, with the purpose of mentally willing that the demonstrator be successful."
362,In fact the success of the experiments depend very materially upon the _Willing_ exerted by the audience.
363,"If you Will in my favor, I shall be successful; if you Will that I shall fail, I shall feel the effect."
364,"Therefore, kindly give me your aid."
365,"I ask you to blindfold me and take such other means to prevent unfair methods and practices, as your judgment may dictate."
366,I am now ready to proceed with the tests.
367,"Then have the audience select a committee to blindfold you and remain outside of the room with you, while the remainder of the audience select the object that you are to find, etc."
368,"When you return to the room, select someone to act as Transmitter."
369,"If possible get someone with whom you have previously practiced, and established rapport conditions."
370,"This will aid you very materially, of course."
371,"If this is not possible, select someone of the audience that is in harmony with you, and who will have a strong enough will to give you the vibrations."
372,"Sometimes women are very good at this work, as they get very much in earnest when interested, and therefore Will intently."
373,"If your first Transmitter is not satisfactory, test another, and so on until you get a good one."
374,"You may change Transmitters during the evening, if you prefer; in fact this is a good plan, if you are an adept, for it shows the audience that there is no collusion."
375,"You should instruct the Transmitter, along the lines indicated in a previous chapter, i.e."
376,"that he must hold the thought of _direction_, fix his eyes on the chosen spot and then _concentrate his will_ upon it, and that your success will depend materially upon _his ability to concentrate his Mind and Will upon the task_."
377,"You should explain to him that you receive your impulses through his thought waves or vibrations, and that the stronger these are, the better you will succeed."
378,"When the Transmitter fails to concentrate his Will, you will know it at once, and should call his attention to it, saying Concentrate, concentrate now _harder_ use your _Will_, or words to that effect."
379,You should impress upon the Transmitter that it is the _strength of his Will_ that produces the mental vibrations that give you the impressions.
380,"Then, take the hand of the Transmitter, in the manner already described in previous lesson, placing it to your forehead, or else holding it up high in front of you."
381,"Then begin a wavering motion, or direction, preferably describing a circle, slowly."
382,In this meaningless wavering motion remain perfectly passive awaiting impressions.
383,"Soon you will begin to feel a mental resistance to certain directions, and a mental willingness that you move in another direction."
384,Then move along the line of the least mental resistance.
385,"In some cases you will receive a strong _mental urge_, _pull_, or _push_, in the direction of the selected spot."
386,"Here is where your practice comes in, for in your practice experiments you have acquired the art of recognizing these impressions as they come to you, in their different forms, and so are prepared to yield to them and move accordingly."
387,"It is impossible to describe in writing just how these impressions come, and feel like, for actual experience is necessary before you will know just what is meant."
388,"But once you have accustomed yourself to receive and recognize the impressions, the rest is all a matter of practice and development."
389,And now for the demonstrations themselves.
390,"You should begin with the simplest feats, and then work up gradually to the more complicated and difficult ones."
391,"This plan will build up your own powers, and will develop the Transmitter's."
392,"We herewith give a number of interesting feats and demonstrations, explaining the details of each."
393,"Of course, the general directions we have given regarding the receiving of impressions, etc., will apply to all of these feats, for the principle underlying them all is the same, precisely."
394,"Begin by having the audience select a part in the room, which may be easily reached by you."
395,"Then proceed as directed, until you feel that you have reached the right place, or location."
396,"Have the audience select a person, one of their number."
397,Find the general location of the person.
398,"Then standing still, reach out your right hand, and begin feeling about."
399,"You will find that as your hand moves away from the right person you will feel a _drawing back_ impression, whereas when you reach toward the person you will receive an _urging forward_ impression."
400,A little practice will soon enable you to distinguish these mental impressions.
401,Then place your hand on the person who seems to be the centre of the impressions.
402,"If this is the wrong person, you will receive a mental impression of _Wrong_ ; in which case you must start up the moving your hand to and fro, and around, until you feel the urge impression, when you should place your hand on the person immediately in front of you."
403,"When you reach the right person, you will receive an unmistakable impression and mental message of All Right, followed by a lessening of the Will tension, and you will know that you have succeeded."
404,You should practice this in private before attempting public demonstration.
405,Have the audience select some small object in plain sight in the room.
406,Then find it in the manner described of above in the case of the selected person.
407,The rule is identically the same.
408,"But there are some other details to be observed, in the matter of up or down, for the object may be higher than your shoulder or lower, in which case you will have to either reach up or down."
409,"In this reaching up or down, follow the same general rule as given."
410,"When you reach the right location, you will feel an impression of not yet finished from the mind of the Transmitter."
411,"If this is right you will receive a corresponding impression, and may go on to centre the object."
412,"But if it is not right, you will receive a mental urge _downward_, which you should follow."
413,The rule always is to _follow the line of the least mental resistance_.
414,"You will always receive the resistance when you are not succeeding, and will always receive the lack of resistance when you are succeeding."
415,"Learn to focus these impressions until they centre positively and constantly on the same spot _then you have succeeded_, for there will be your object right under your hand."
416,"Have the audience select a book on the shelves of a book case, and then find it in the manner just related."
417,"The two feats are precisely the same, although the latter will appear more startling to the observer."
418,DEMONSTRATION V. This test is known as The Floral Tribute.
419,It is performed by having a bouquet of flowers on the table.
420,"Then select some young man in the audience, and let him pick out some young woman in the audience whom he wishes to have the flowers."
421,"You must retire from the room, of course, while he selects the young lady and mentions her name and position to the audience."
422,"Then returning to the room, pick up the bouquet, and taking the hand of your Transmitter, find the young lady and present her with the flowers."
423,"Of course this feat is merely a fancy rendition of the simple feat of finding the person thought of, and is performed in the same way."
424,This test is known as The Reunited Couple.
425,"It is performed by having the audience select two persons, a young man and a young woman, and stand them up in front of the room, like a couple about to be married."
426,"Then they should have a third person, a man, selected and stood before them as the parson who will tie the knot."
427,"The three persons should then take their seats, and when you enter the room, and take the hand of your Transmitter, you must first find the Parson ; then the Groom ; and then the Bride, and arrange them in their proper positions."
428,"This is a highly effective test, and invariably brings hearty applause, and the hunt affords much merriment to the audience."
429,"But, as you will see readily, it is but a variation of Demonstration II."
430,"Have the audience select some small article, like a scarf pin, ring, etc., and hide it on the person of some one of the audience."
431,Then you are to find it.
432,"This demonstration combines the features of Demonstration II, and Demonstration III, that is you have first to find the person, as described in Demonstration II, and then the object which is practically a variation of Demonstration III."
433,"Study the details of Demonstration III, and practice the present demonstration in private before trying it in public."
434,"Have a member of the audience walk around the room, following a prescribed course selected by the audience."
435,"Have your Transmitter memorize the course accurately, and then you must walk over the same course when you return to the room."
436,"This is effective, but is merely a variation of the Finding the Corner demonstration."
437,"This is called Replacing the Pin, and is very effective when properly performed."
438,"Have a member of the audience take a pin and insert it in the wall in a spot plainly visible to the audience, not too high up, however about on the level of your shoulder is best."
439,Then have him withdraw the pin and hide it somewhere in the room.
440,"Then when you return to the room, and take the Transmitter's hand, you should first find the pin, and then find the place where it had been stuck; then circling your hand around in narrowing circles until you feel the proper impression push the pin home in the spot in which it formerly was driven."
441,"This final effort is really merely a modification of finding the spot, and with a little practice may be easily performed."
442,This feat is called The Theft.
443,"Have one of the audience play the thief, and steal an article of jewelry, or similar small object from a second person called the victim."
444,Then the thief should hide his spoil in a safe place about the room.
445,"Returning you first find the thief; then the hidden article; then the person, according to the methods already given."
446,"This is a very effective feat, but is merely a combination of Finding the Person, and Finding an Object."
447,This feat is known as the Reconstructed Tableau.
448,"It is performed by having several of the audience form a simple tableau group, and then retire to their seats."
449,Returning to the room you are to find each person; lead him or her to the former spot; then reconstruct the group.
450,"This is somewhat difficult, but not nearly so much so as you might suppose."
451,A little private practice will enable you to perform it with ease.
452,"This test is known as the Murder and the Detective, and is very spectacular and sensational, and is accordingly one that is in great favor with the public performers."
453,It is performed as follows: The audience selects one man to act as the murderer ; another to act as the victim ; and also some object to act as the dagger; and lastly a place in which the body is to be concealed.
454,"Then the murderer picks up the dagger, and kills his victim, afterward concealing the body in some part of the room and the dagger in another place."
455,"Then when you return to the room you first find the body ; then the wound ; then the dagger, and then the murderer."
456,"This is usually announced as a wonderful piece of telepathic detective work, and is extremely effective, and may be reserved as the principal effect of your series of demonstrations."
457,"You will notice that the feat is merely an elaborate combination of the simpler feats of Finding the Person, Finding the Object, etc."
458,"Have the hats of a number of men in the audience placed on a table or other place, and then returning to the room, blindfolded of course, you pick up the hats, one by one, and place them upon the heads of their proper owners, who are seated in different parts of the room."
459,This is a simple feat although very effective.
460,"It is, of course, merely a variation of the feat of finding the person."
461,"There is one point, however, that must be remembered in this feat, and that is that the Transmitter should know just whose hat is held in your hand just who the owner of that particular hat is and where he is sitting or standing."
462,Otherwise he cannot send you the mental impulses which will enable you to find the owner.
463,"It will be well for the Transmitter to hold the hat so that it can be seen by the audience, requesting the owner to rise in his seat so as to indicate his whereabouts your back being turned to the audience while this is being done in order to avoid suspicion of your peeping, etc."
464,This feat is performed by having a lady in the audience loan the Transmitter her ring.
465,"When you return to the room, you find the lady and replace the ring upon the finger from which she took it."
466,"The Transmitter must remember the lady, and the particular finger, of course the rest is simply a combination of the finding the person and finding the spot feats."
467,"It is very effective, if neatly performed."
468,"We have given you a great variety of Demonstrations or Feats, but you must not attempt to produce all of them at an evening's entertainment."
469,"It will take some time to perform a few of them effectively, and impressively, and you should avoid any attempt to hurry through the feats."
470,Nor should you spoil your good impression by cheapening the demonstrations in the direction of performing too many at one sitting.
471,Neither should you tire or fatigue yourself by too many feats.
472,"When your mind or body are tired, you do yourself an injury to perform these demonstrations, and besides, you cannot obtain the best results while fatigued."
473,"You should rest a little while after each feat, before attempting another one."
474,"When the entertainment, or exercises are over, you should take a few strong deep breaths, swing your arm around a little to promote the circulation, and relieve the nervous tension."
475,"You may feel a little dazed at first after performing a few feats, but will soon learn to throw off the passive condition, and engage in the laughing conversation that will follow the entertainment."
476,Do not take yourself too seriously and remember that laughter and a little boyish or girlish spirits is a wonderful tonic.
477,Do not become impatient if you do not progress as rapidly as you would desire.
478,"You are practically developing a sixth sense, and are like a baby learning to walk it takes time, but practice will surely bring you success."
479,"The feats that will be possible for you to perform, even from the start will be wonderful enough, without any necessity for your complaining about your slowness in learning to perform the more complicated ones."
480,"If your Transmitter does not do his work properly, and you feel that he is not Concentrating properly, or using his Will effectively, do not hesitate to change him."
481,"You need not offend him, for you may say simply that the rapport conditions are not fully developed between you, and that these things sometimes happen, etc."
482,"Your new Transmitter will feel anxious to do better than his predecessor, and will be most likely to Concentrate and Will to the best of his ability."
483,"The Transmitter should be in earnest, and no levity or trifling should be permitted."
484,"If you have the selection, pick out some earnest person, and avoid the trifling, feather brained class."
485,"If your Transmitter does not seem to be Concentrating properly, you should speak to him firmly, but kindly, about it."
486,"Say to him: Please _concentrate_ your _Mind_, and _Will_ earnestly fix your Mind on the right _Spot_ make a determined Mental Effort that I move in the right direction it is your Mind and Will that gives me the impression, remember it all depends upon you, etc."
487,"This will often have the effect of bracing him up to renewed mental activity, and you will notice the improvement at once."
488,"Beginning your entertainment, caution the audience about placing the hidden objects in places that you cannot conveniently touch such as high up on the wall; under the strings of a piano, etc."
489,"Tell them that you can _find_ the article anywhere, but it must be placed so that you can get at it with only ordinary care and work."
490,"Some Smart Alicks may try to play pranks on you in this way, but discourage same vigorously at the start, informing the audience that this is a scientific test and not a circus."
491,"And, remember this, tell them that the article must never be hidden about the Transmitter, for the reason that he is seldom able to think as intently about his own location as about some place away from him."
492,These are the only restrictions that you need make.
493,"Caution the Transmitter to guide you away from obstacles over which you might stumble, or which you might overturn."
494,"Tell him that you place yourself in his hands for protection, and then endeavor to think no more about the matter, for such thought tends to distract your passivity."
495,"The above feats or demonstrations are all performed along the same general lines as indicated a little further back, and all are capable of being accomplished by anyone of ordinary intelligence, with a little study, care and practice."
496,"Practice makes perfect, in Mind Reading as in everything else, remember, so keep at it until you have worn off the rough edges, and have polished up the details of the work."
497,"You may vary, improve, add to, the above feats, and may also insert many new ones for yourself as you proceed with your work."
498,"A sensational and effective method of performing some of the simpler feats is performed by some public performers, and consists in having a piece of thick wire, about one foot in length grasped by the Receiver's left hand, and by the Transmitter's right hand, instead of the ordinary contact."
499,A little practice will surprise you in the facility in which the impressions are transferred over the wire from the Transmitter to the Receiver.
500,The methods of operation in this case are identical with those employed in the ordinary methods.
501,A wooden ruler may be substituted for the wire.
502,Some performers succeed even with a long walking cane.
503,Another variation is that in which a third person is interposed between the Transmitter and Receiver.
504,"Practice along these lines will enable the skilled Mind Reader to receive the impressions as usual, notwithstanding the interposition of the third person."
505,Do not attempt to try these variations until you have thoroughly mastered the ordinary methods.
506,"The student is here advised to turn to the conclusion of Lesson VI, of this book, and acquaint himself with the Simpler Method there described."
507,It may help him in this phase of his work.
508,We shall now pass on to the consideration of some of the more complicated or difficult feats of Contact Mind Reading.
509,We shall now direct your attention to a class of demonstrations of a rather more complicated order than those related in the last chapter.
510,"But even these difficult feats may be rendered comparatively easy of accomplishment by careful practice, and development of receptivity."
511,"In these experiments or demonstrations the Transmitter stands by your left side, you grasping the fingers of his right hand in your left hand, and holding as in the case of the former experiments, i.e."
512,"either with his hand pressed against your head, or else held out and up, as before described."
513,You receive the impressions in the same way.
514,"The following demonstrations may be performed after a little private practice, so as to be shown at a public performance almost as easily as the simpler feats heretofore described."
515,Spread a number of cards over the table.
516,"Then retiring from the room, have the audience select one card of the number, which the Transmitter must be sure to remember distinctly that is the Transmitter should remember just _where_ the card is, the _position_ being the important feature, rather than the name of the card."
517,"Then taking the Transmitter's hand as above described, you should move your right hand to and fro over the table, moving it backward and forward, and in circles."
518,"You will soon find that this feat closely resembles the one of the last chapter in which you find small objects; the pin hole, etc."
519,You will soon find that the impressions _tend to centre_ over a certain spot on the table.
520,Begin to lessen your circles and hand movements until you gradually centre over this spot.
521,"Then slowly lower your fingers until you touch the card resting on the said spot, when you will be sure that you are right, when you must pick up the card and exhibit it to the audience."
522,The same indications mentioned in the feats of the last chapter will be felt by you.
523,"You will feel the No, no"
524,"impression when you are wrong, and the That's right impression when you are moving in the right direction, until at last you will distinctly feel the relaxation of the mental urge, which you will have learned to translate into Right you are"
525,when you finally touch the right card.
526,"This feat is really no more difficult than the one in which the small object is found, and we have included it in the list of Difficult Demonstrations simply because it is practically a connecting link between the two classes of demonstration, as you will see as we proceed."
527,This is akin to the last experiment.
528,Have a checker board arranged by some of the audience who understands the game.
529,Then let some one decide on the next move.
530,"Be sure that the Transmitter thoroughly understands the piece to be moved, as well as the place to where it is to be moved."
531,"Then, proceeding as above indicated, first find the piece to be moved, and then move it to the proper place."
532,"This feat consists of two parts, you will notice."
533,The finding of the piece is like the finding of the card.
534,"Then with the piece grasped between your thumb and forefinger, make a small circular and backward and forward movement, until you feel the mental impression of There"
535,when you will place your piece directly on the spot.
536,"This may seem difficult, and appears so to the audience, but you will find by a little private practice that it is really as easily performed as some of the simpler tests."
537,Similar to the above is the feat known as the Game of cards.
538,"Two players sit opposite each other at a table, having dealt themselves two hands of euchre."
539,"Have the Transmitter lead you behind the first player, and standing there have the player silently point out the card he wishes to lead, to the Transmitter."
540,"The Transmitter then should concentrate his mind on the card, and you will find it in the usual manner, and having found it will play it on the table."
541,"Then leading you around to the other player, the Transmitter repeats the process, and you find and play the card."
542,"Then back to the first play, and repeat."
543,"Then alternate between the players, in the same manner, until you have played out the game."
544,"This may be improved upon by the Transmitter thinking of which player has won the trick, when you will push the cards over to the winner, having discovered the direction in the usual manner."
545,This feat is very effective indeed when properly performed.
546,"Have a map laid open on the table, and have the audience decide upon a trip between two points, either by rail or by water."
547,"Then returning to the room, stand as above described, and with your forefinger find the place from which the trip starts."
548,"Then move slowly along the selected course in the same manner in which the checker game was played, passing along the chosen route until the end is reached."
549,These feats are all really variations of the one principle.
550,"DEMONSTRATION V. This is a very effective feat, and requires some little skill and practice, but there is no reason why any careful, patient, and persistent student should not be able to master it."
551,"It consists in the audience selecting any given card from the pack, and then replacing it with the others, being sure that the Transmitter is familiar with the card chosen, and knows enough about cards to recognize it when he sees it again."
552,"Then the pack of cards should be placed on the table, face up."
553,"Returning to the room, you take the Transmitter's hand as usual, and with your right hand pick off the cards from the pack, slowly and one by one."
554,"As you pick up each card, slowly _weigh_ it in your hand, so to speak, and then place it aside if you receive no stop orders from the mind of the Transmitter."
555,"Having previously practiced this feat in private you will have learned that peculiar heavier sensation that comes to you when you lift the right card from the pack, so that when you finally reach it you will know it."
556,We cannot describe just what this sensation will feel like you must learn it by actually experiencing it in private practice.
557,"We advise you to diligently practice this feat in private, for it is wonderfully effective."
558,You will find that after a bit of practice you will be able to get the heavy feeling when you lift up and weigh the right card.
559,"You should perform this feat slowly, and carefully, shaking your head, No, just before you discard a card."
560,"If by the lack of concentration of the Transmitter, you fail to feel the heavy feeling when you pick up the right card, the shake of the head will be apt to arouse him to exert his _Will_ more actively, and you will receive the hold on impulse immediately."
561,"Do not be in too much of a hurry to discard, but make several feints at it before finally letting go."
562,"This feat may be improved by having the audience select a poker hand, such as a flush, a straight, three of a kind ; a full house, etc., etc., and having you find the hand one card at a time."
563,"This latter is a fine effect, and always brings down the house."
564,"But be sure that your Transmitter really knows and remembers the cards, else the feat will fail, of course."
565,"He must remember each card, and recognize it when it appears face up on the pack before you, as you proceed with the discarding."
566,"Never attempt this feat in public without previous careful, private, practice, for it requires the most delicate perception and skill."
567,"If you find that you cannot master it to your satisfaction, after sufficient practice, you may try it by the Simpler Method given at the conclusion of this Lesson."
568,THE CHOSEN WORD IN THE BOOK.
569,"Like the last feat, this is a complex and difficult one, but one that always arouses enthusiasm in an audience when well performed."
570,"It will repay you for the private practice that you will have to employ upon it, before you produce it in public."
571,"The feat consists of the audience selecting a book from a pile, or a book shelf, or book case, etc. then a given page is chosen then a line of printed matter on that page and then a _word_ in that line."
572,"It is well to have the Transmitter draw a pencil circle around the chosen word, so that he may be sure to remember it later."
573,The book is then replaced on the shelf.
574,"Then returning to the room, you first find the book, by the methods already given in previous feats; then laying it flat on the table you should begin to slowly and deliberately pick each leaf up separately."
575,"This part of the feat is almost identical with the last one, in which you picked up the cards from the pack."
576,"When you get the proper impression, you should announce that you have found the leaf."
577,"If satisfied that you are right, ascertain upon which side of the leaf, the chosen page is."
578,"This can be done by pressing the leaf to the right, or left, in succession, until you get the right impression as to which way to press it down."
579,"Then, having thus found the page, pass your finger slowly down and back over the page several times, until you get the impression of a _centre_."
580,This centre will be the chosen line.
581,"Then by passing the finger slowly along the line, you will discover the Word when you reach it."
582,"This is a ticklish feat, but it may be mastered by practice in fact some people have found it almost as simple as some of the easier feats, while others require careful practice with it."
