,Sentences
2217,"It has been shown, that the other confederacies which could be consulted as precedents have been vitiated by the same erroneous principles, and can therefore furnish no other light than that of beacons, which give warning of the course to be shunned, without pointing out that which ought to be pursued."
2218,"The most that the convention could do in such a situation, was to avoid the errors suggested by the past experience of other countries, as well as of our own; and to provide a convenient mode of rectifying their own errors, as future experiences may unfold them."
2219,"Among the difficulties encountered by the convention, a very important one must have lain in combining the requisite stability and energy in government, with the inviolable attention due to liberty and to the republican form."
2220,"Without substantially accomplishing this part of their undertaking, they would have very imperfectly fulfilled the object of their appointment, or the expectation of the public; yet that it could not be easily accomplished, will be denied by no one who is unwilling to betray his ignorance of the subject."
2221,"Energy in government is essential to that security against external and internal danger, and to that prompt and salutary execution of the laws which enter into the very definition of good government."
2222,"Stability in government is essential to national character and to the advantages annexed to it, as well as to that repose and confidence in the minds of the people, which are among the chief blessings of civil society."
2223,"An irregular and mutable legislation is not more an evil in itself than it is odious to the people; and it may be pronounced with assurance that the people of this country, enlightened as they are with regard to the nature, and interested, as the great body of them are, in the effects of good government, will never be satisfied till some remedy be applied to the vicissitudes and uncertainties which characterize the State administrations."
2224,"On comparing, however, these valuable ingredients with the vital principles of liberty, we must perceive at once the difficulty of mingling them together in their due proportions."
2225,"The genius of republican liberty seems to demand on one side, not only that all power should be derived from the people, but that those intrusted with it should be kept in independence on the people, by a short duration of their appointments; and that even during this short period the trust should be placed not in a few, but a number of hands."
2226,"Stability, on the contrary, requires that the hands in which power is lodged should continue for a length of time the same."
2227,"A frequent change of men will result from a frequent return of elections; and a frequent change of measures from a frequent change of men: whilst energy in government requires not only a certain duration of power, but the execution of it by a single hand."
2228,"How far the convention may have succeeded in this part of their work, will better appear on a more accurate view of it."
2229,"From the cursory view here taken, it must clearly appear to have been an arduous part."
2230,Not less arduous must have been the task of marking the proper line of partition between the authority of the general and that of the State governments.
2231,"Every man will be sensible of this difficulty, in proportion as he has been accustomed to contemplate and discriminate objects extensive and complicated in their nature."
2232,"The faculties of the mind itself have never yet been distinguished and defined, with satisfactory precision, by all the efforts of the most acute and metaphysical philosophers."
2233,"Sense, perception, judgment, desire, volition, memory, imagination, are found to be separated by such delicate shades and minute gradations that their boundaries have eluded the most subtle investigations, and remain a pregnant source of ingenious disquisition and controversy."
2234,"The boundaries between the great kingdom of nature, and, still more, between the various provinces, and lesser portions, into which they are subdivided, afford another illustration of the same important truth."
2235,"The most sagacious and laborious naturalists have never yet succeeded in tracing with certainty the line which separates the district of vegetable life from the neighboring region of unorganized matter, or which marks the termination of the former and the commencement of the animal empire."
2236,A still greater obscurity lies in the distinctive characters by which the objects in each of these great departments of nature have been arranged and assorted.
2237,"When we pass from the works of nature, in which all the delineations are perfectly accurate, and appear to be otherwise only from the imperfection of the eye which surveys them, to the institutions of man, in which the obscurity arises as well from the object itself as from the organ by which it is contemplated, we must perceive the necessity of moderating still further our expectations and hopes from the efforts of human sagacity."
2238,"Experience has instructed us that no skill in the science of government has yet been able to discriminate and define, with sufficient certainty, its three great provinces the legislative, executive, and judiciary; or even the privileges and powers of the different legislative branches."
2239,"Questions daily occur in the course of practice, which prove the obscurity which reins in these subjects, and which puzzle the greatest adepts in political science."
2240,"The experience of ages, with the continued and combined labors of the most enlightened legislatures and jurists, has been equally unsuccessful in delineating the several objects and limits of different codes of laws and different tribunals of justice."
2241,"The precise extent of the common law, and the statute law, the maritime law, the ecclesiastical law, the law of corporations, and other local laws and customs, remains still to be clearly and finally established in Great Britain, where accuracy in such subjects has been more industriously pursued than in any other part of the world."
2242,"The jurisdiction of her several courts, general and local, of law, of equity, of admiralty, etc., is not less a source of frequent and intricate discussions, sufficiently denoting the indeterminate limits by which they are respectively circumscribed."
2243,"All new laws, though penned with the greatest technical skill, and passed on the fullest and most mature deliberation, are considered as more or less obscure and equivocal, until their meaning be liquidated and ascertained by a series of particular discussions and adjudications."
2244,"Besides the obscurity arising from the complexity of objects, and the imperfection of the human faculties, the medium through which the conceptions of men are conveyed to each other adds a fresh embarrassment."
2245,The use of words is to express ideas.
2246,"Perspicuity, therefore, requires not only that the ideas should be distinctly formed, but that they should be expressed by words distinctly and exclusively appropriate to them."
2247,"But no language is so copious as to supply words and phrases for every complex idea, or so correct as not to include many equivocally denoting different ideas."
2248,"Hence it must happen that however accurately objects may be discriminated in themselves, and however accurately the discrimination may be considered, the definition of them may be rendered inaccurate by the inaccuracy of the terms in which it is delivered."
2249,"And this unavoidable inaccuracy must be greater or less, according to the complexity and novelty of the objects defined."
2250,"When the Almighty himself condescends to address mankind in their own language, his meaning, luminous as it must be, is rendered dim and doubtful by the cloudy medium through which it is communicated."
2251,"Here, then, are three sources of vague and incorrect definitions: indistinctness of the object, imperfection of the organ of conception, inadequateness of the vehicle of ideas."
2252,Any one of these must produce a certain degree of obscurity.
2253,"The convention, in delineating the boundary between the federal and State jurisdictions, must have experienced the full effect of them all."
2254,To the difficulties already mentioned may be added the interfering pretensions of the larger and smaller States.
2255,"We cannot err in supposing that the former would contend for a participation in the government, fully proportioned to their superior wealth and importance; and that the latter would not be less tenacious of the equality at present enjoyed by them."
2256,"We may well suppose that neither side would entirely yield to the other, and consequently that the struggle could be terminated only by compromise."
2257,"It is extremely probable, also, that after the ratio of representation had been adjusted, this very compromise must have produced a fresh struggle between the same parties, to give such a turn to the organization of the government, and to the distribution of its powers, as would increase the importance of the branches, in forming which they had respectively obtained the greatest share of influence."
2258,"There are features in the Constitution which warrant each of these suppositions; and as far as either of them is well founded, it shows that the convention must have been compelled to sacrifice theoretical propriety to the force of extraneous considerations."
2259,"Nor could it have been the large and small States only, which would marshal themselves in opposition to each other on various points."
2260,"Other combinations, resulting from a difference of local position and policy, must have created additional difficulties."
2261,"As every State may be divided into different districts, and its citizens into different classes, which give birth to contending interests and local jealousies, so the different parts of the United States are distinguished from each other by a variety of circumstances, which produce a like effect on a larger scale."
2262,"And although this variety of interests, for reasons sufficiently explained in a former paper, may have a salutary influence on the administration of the government when formed, yet every one must be sensible of the contrary influence, which must have been experienced in the task of forming it."
2263,"Would it be wonderful if, under the pressure of all these difficulties, the convention should have been forced into some deviations from that artificial structure and regular symmetry which an abstract view of the subject might lead an ingenious theorist to bestow on a Constitution planned in his closet or in his imagination"
2264,"The real wonder is that so many difficulties should have been surmounted, and surmounted with a unanimity almost as unprecedented as it must have been unexpected."
2265,It is impossible for any man of candor to reflect on this circumstance without partaking of the astonishment.
2266,It is impossible for the man of pious reflection not to perceive in it a finger of that Almighty hand which has been so frequently and signally extended to our relief in the critical stages of the revolution.
2267,"We had occasion, in a former paper, to take notice of the repeated trials which have been unsuccessfully made in the United Netherlands for reforming the baneful and notorious vices of their constitution."
2268,"The history of almost all the great councils and consultations held among mankind for reconciling their discordant opinions, assuaging their mutual jealousies, and adjusting their respective interests, is a history of factions, contentions, and disappointments, and may be classed among the most dark and degraded pictures which display the infirmities and depravities of the human character."
2269,"If, in a few scattered instances, a brighter aspect is presented, they serve only as exceptions to admonish us of the general truth; and by their lustre to darken the gloom of the adverse prospect to which they are contrasted."
2270,"In revolving the causes from which these exceptions result, and applying them to the particular instances before us, we are necessarily led to two important conclusions."
2271,"The first is, that the convention must have enjoyed, in a very singular degree, an exemption from the pestilential influence of party animosities the disease most incident to deliberative bodies, and most apt to contaminate their proceedings."
2272,"The second conclusion is that all the deputations composing the convention were satisfactorily accommodated by the final act, or were induced to accede to it by a deep conviction of the necessity of sacrificing private opinions and partial interests to the public good, and by a despair of seeing this necessity diminished by delays or by new experiments."
2273,"The Same Subject Continued, and the Incoherence of the Objections to the New Plan Exposed."
2274,"MADISON To the People of the State of New York: IT IS not a little remarkable that in every case reported by ancient history, in which government has been established with deliberation and consent, the task of framing it has not been committed to an assembly of men, but has been performed by some individual citizen of preeminent wisdom and approved integrity."
2275,"Minos, we learn, was the primitive founder of the government of Crete, as Zaleucus was of that of the Locrians."
2276,"Theseus first, and after him Draco and Solon, instituted the government of Athens."
2277,Lycurgus was the lawgiver of Sparta.
2278,"The foundation of the original government of Rome was laid by Romulus, and the work completed by two of his elective successors, Numa and Tullius Hostilius."
2279,"On the abolition of royalty the consular administration was substituted by Brutus, who stepped forward with a project for such a reform, which, he alleged, had been prepared by Tullius Hostilius, and to which his address obtained the assent and ratification of the senate and people."
2280,This remark is applicable to confederate governments also.
2281,"Amphictyon, we are told, was the author of that which bore his name."
2282,"The Achaean league received its first birth from Achaeus, and its second from Aratus."
2283,"What degree of agency these reputed lawgivers might have in their respective establishments, or how far they might be clothed with the legitimate authority of the people, cannot in every instance be ascertained."
2284,"In some, however, the proceeding was strictly regular."
2285,Draco appears to have been intrusted by the people of Athens with indefinite powers to reform its government and laws.
2286,"And Solon, according to Plutarch, was in a manner compelled, by the universal suffrage of his fellow citizens, to take upon him the sole and absolute power of new modeling the constitution."
2287,"The proceedings under Lycurgus were less regular; but as far as the advocates for a regular reform could prevail, they all turned their eyes towards the single efforts of that celebrated patriot and sage, instead of seeking to bring about a revolution by the intervention of a deliberative body of citizens."
2288,"Whence could it have proceeded, that a people, jealous as the Greeks were of their liberty, should so far abandon the rules of caution as to place their destiny in the hands of a single citizen"
2289,"Whence could it have proceeded, that the Athenians, a people who would not suffer an army to be commanded by fewer than ten generals, and who required no other proof of danger to their liberties than the illustrious merit of a fellow citizen, should consider one illustrious citizen as a more eligible depositary of the fortunes of themselves and their posterity, than a select body of citizens, from whose common deliberations more wisdom, as well as more safety, might have been expected"
2290,"These questions cannot be fully answered, without supposing that the fears of discord and disunion among a number of counsellors exceeded the apprehension of treachery or incapacity in a single individual."
2291,"History informs us, likewise, of the difficulties with which these celebrated reformers had to contend, as well as the expedients which they were obliged to employ in order to carry their reforms into effect."
2292,"Solon, who seems to have indulged a more temporizing policy, confessed that he had not given to his countrymen the government best suited to their happiness, but most tolerable to their prejudices."
2293,"And Lycurgus, more true to his object, was under the necessity of mixing a portion of violence with the authority of superstition, and of securing his final success by a voluntary renunciation, first of his country, and then of his life."
2294,"If these lessons teach us, on one hand, to admire the improvement made by America on the ancient mode of preparing and establishing regular plans of government, they serve not less, on the other, to admonish us of the hazards and difficulties incident to such experiments, and of the great imprudence of unnecessarily multiplying them."
2295,"Is it an unreasonable conjecture, that the errors which may be contained in the plan of the convention are such as have resulted rather from the defect of antecedent experience on this complicated and difficult subject, than from a want of accuracy or care in the investigation of it; and, consequently such as will not be ascertained until an actual trial shall have pointed them out"
2296,"This conjecture is rendered probable, not only by many considerations of a general nature, but by the particular case of the Articles of Confederation."
2297,"It is observable that among the numerous objections and amendments suggested by the several States, when these articles were submitted for their ratification, not one is found which alludes to the great and radical error which on actual trial has discovered itself."
2298,"And if we except the observations which New Jersey was led to make, rather by her local situation, than by her peculiar foresight, it may be questioned whether a single suggestion was of sufficient moment to justify a revision of the system."
2299,"There is abundant reason, nevertheless, to suppose that immaterial as these objections were, they would have been adhered to with a very dangerous inflexibility, in some States, had not a zeal for their opinions and supposed interests been stifled by the more powerful sentiment of self preservation."
2300,"One State, we may remember, persisted for several years in refusing her concurrence, although the enemy remained the whole period at our gates, or rather in the very bowels of our country."
2301,"Nor was her pliancy in the end effected by a less motive, than the fear of being chargeable with protracting the public calamities, and endangering the event of the contest."
2302,Every candid reader will make the proper reflections on these important facts.
2303,"A patient who finds his disorder daily growing worse, and that an efficacious remedy can no longer be delayed without extreme danger, after coolly revolving his situation, and the characters of different physicians, selects and calls in such of them as he judges most capable of administering relief, and best entitled to his confidence."
2304,"The physicians attend; the case of the patient is carefully examined; a consultation is held; they are unanimously agreed that the symptoms are critical, but that the case, with proper and timely relief, is so far from being desperate, that it may be made to issue in an improvement of his constitution."
2305,"They are equally unanimous in prescribing the remedy, by which this happy effect is to be produced."
2306,"The prescription is no sooner made known, however, than a number of persons interpose, and, without denying the reality or danger of the disorder, assure the patient that the prescription will be poison to his constitution, and forbid him, under pain of certain death, to make use of it."
2307,"Might not the patient reasonably demand, before he ventured to follow this advice, that the authors of it should at least agree among themselves on some other remedy to be substituted"
2308,"And if he found them differing as much from one another as from his first counsellors, would he not act prudently in trying the experiment unanimously recommended by the latter, rather than be hearkening to those who could neither deny the necessity of a speedy remedy, nor agree in proposing one"
2309,Such a patient and in such a situation is America at this moment.
2310,She has been sensible of her malady.
2311,She has obtained a regular and unanimous advice from men of her own deliberate choice.
2312,And she is warned by others against following this advice under pain of the most fatal consequences.
2313,Do the monitors deny the reality of her danger
2314,Do they deny the necessity of some speedy and powerful remedy
2315,"Are they agreed, are any two of them agreed, in their objections to the remedy proposed, or in the proper one to be substituted"
2316,"This one tells us that the proposed Constitution ought to be rejected, because it is not a confederation of the States, but a government over individuals."
2317,"Another admits that it ought to be a government over individuals to a certain extent, but by no means to the extent proposed."
2318,"A third does not object to the government over individuals, or to the extent proposed, but to the want of a bill of rights."
2319,"A fourth concurs in the absolute necessity of a bill of rights, but contends that it ought to be declaratory, not of the personal rights of individuals, but of the rights reserved to the States in their political capacity."
2320,"A fifth is of opinion that a bill of rights of any sort would be superfluous and misplaced, and that the plan would be unexceptionable but for the fatal power of regulating the times and places of election."
2321,An objector in a large State exclaims loudly against the unreasonable equality of representation in the Senate.
2322,An objector in a small State is equally loud against the dangerous inequality in the House of Representatives.
2323,"From this quarter, we are alarmed with the amazing expense, from the number of persons who are to administer the new government."
2324,"From another quarter, and sometimes from the same quarter, on another occasion, the cry is that the Congress will be but a shadow of a representation, and that the government would be far less objectionable if the number and the expense were doubled."
2325,"A patriot in a State that does not import or export, discerns insuperable objections against the power of direct taxation."
2326,"The patriotic adversary in a State of great exports and imports, is not less dissatisfied that the whole burden of taxes may be thrown on consumption."
2327,This politician discovers in the Constitution a direct and irresistible tendency to monarchy; that is equally sure it will end in aristocracy.
2328,"Another is puzzled to say which of these shapes it will ultimately assume, but sees clearly it must be one or other of them; whilst a fourth is not wanting, who with no less confidence affirms that the Constitution is so far from having a bias towards either of these dangers, that the weight on that side will not be sufficient to keep it upright and firm against its opposite propensities."
2329,"With another class of adversaries to the Constitution the language is that the legislative, executive, and judiciary departments are intermixed in such a manner as to contradict all the ideas of regular government and all the requisite precautions in favor of liberty."
2330,"Whilst this objection circulates in vague and general expressions, there are but a few who lend their sanction to it."
2331,"Let each one come forward with his particular explanation, and scarce any two are exactly agreed upon the subject."
2332,"In the eyes of one the junction of the Senate with the President in the responsible function of appointing to offices, instead of vesting this executive power in the Executive alone, is the vicious part of the organization."
2333,"To another, the exclusion of the House of Representatives, whose numbers alone could be a due security against corruption and partiality in the exercise of such a power, is equally obnoxious."
2334,"With another, the admission of the President into any share of a power which ever must be a dangerous engine in the hands of the executive magistrate, is an unpardonable violation of the maxims of republican jealousy."
2335,"No part of the arrangement, according to some, is more inadmissible than the trial of impeachments by the Senate, which is alternately a member both of the legislative and executive departments, when this power so evidently belonged to the judiciary department."
2336,"We concur fully, reply others, in the objection to this part of the plan, but we can never agree that a reference of impeachments to the judiciary authority would be an amendment of the error."
2337,Our principal dislike to the organization arises from the extensive powers already lodged in that department.
2338,Even among the zealous patrons of a council of state the most irreconcilable variance is discovered concerning the mode in which it ought to be constituted.
2339,"The demand of one gentleman is, that the council should consist of a small number to be appointed by the most numerous branch of the legislature."
2340,"Another would prefer a larger number, and considers it as a fundamental condition that the appointment should be made by the President himself."
2341,"As it can give no umbrage to the writers against the plan of the federal Constitution, let us suppose, that as they are the most zealous, so they are also the most sagacious, of those who think the late convention were unequal to the task assigned them, and that a wiser and better plan might and ought to be substituted."
2342,"Let us further suppose that their country should concur, both in this favorable opinion of their merits, and in their unfavorable opinion of the convention; and should accordingly proceed to form them into a second convention, with full powers, and for the express purpose of revising and remoulding the work of the first."
2343,"Were the experiment to be seriously made, though it required some effort to view it seriously even in fiction, I leave it to be decided by the sample of opinions just exhibited, whether, with all their enmity to their predecessors, they would, in any one point, depart so widely from their example, as in the discord and ferment that would mark their own deliberations; and whether the Constitution, now before the public, would not stand as fair a chance for immortality, as Lycurgus gave to that of Sparta, by making its change to depend on his own return from exile and death, if it were to be immediately adopted, and were to continue in force, not until a BETTER, but until ANOTHER should be agreed upon by this new assembly of lawgivers."
2344,"It is a matter both of wonder and regret, that those who raise so many objections against the new Constitution should never call to mind the defects of that which is to be exchanged for it."
2345,It is not necessary that the former should be perfect; it is sufficient that the latter is more imperfect.
2346,"No man would refuse to give brass for silver or gold, because the latter had some alloy in it."
2347,"No man would refuse to quit a shattered and tottering habitation for a firm and commodious building, because the latter had not a porch to it, or because some of the rooms might be a little larger or smaller, or the ceilings a little higher or lower than his fancy would have planned them."
2348,"But waiving illustrations of this sort, is it not manifest that most of the capital objections urged against the new system lie with tenfold weight against the existing Confederation"
2349,Is an indefinite power to raise money dangerous in the hands of the federal government
2350,"The present Congress can make requisitions to any amount they please, and the States are constitutionally bound to furnish them; they can emit bills of credit as long as they will pay for the paper; they can borrow, both abroad and at home, as long as a shilling will be lent."
2351,Is an indefinite power to raise troops dangerous
2352,The Confederation gives to Congress that power also; and they have already begun to make use of it.
2353,Is it improper and unsafe to intermix the different powers of government in the same body of men
2354,"Congress, a single body of men, are the sole depositary of all the federal powers."
2355,"Is it particularly dangerous to give the keys of the treasury, and the command of the army, into the same hands"
2356,The Confederation places them both in the hands of Congress.
2357,Is a bill of rights essential to liberty
2358,The Confederation has no bill of rights.
2359,"Is it an objection against the new Constitution, that it empowers the Senate, with the concurrence of the Executive, to make treaties which are to be the laws of the land"
2360,"The existing Congress, without any such control, can make treaties which they themselves have declared, and most of the States have recognized, to be the supreme law of the land."
2361,Is the importation of slaves permitted by the new Constitution for twenty years
2362,By the old it is permitted forever.
2363,"I shall be told, that however dangerous this mixture of powers may be in theory, it is rendered harmless by the dependence of Congress on the State for the means of carrying them into practice; that however large the mass of powers may be, it is in fact a lifeless mass."
2364,"Then, say I, in the first place, that the Confederation is chargeable with the still greater folly of declaring certain powers in the federal government to be absolutely necessary, and at the same time rendering them absolutely nugatory; and, in the next place, that if the Union is to continue, and no better government be substituted, effective powers must either be granted to, or assumed by, the existing Congress; in either of which events, the contrast just stated will hold good."
2365,"Out of this lifeless mass has already grown an excrescent power, which tends to realize all the dangers that can be apprehended from a defective construction of the supreme government of the Union."
2366,"It is now no longer a point of speculation and hope, that the Western territory is a mine of vast wealth to the United States; and although it is not of such a nature as to extricate them from their present distresses, or for some time to come, to yield any regular supplies for the public expenses, yet must it hereafter be able, under proper management, both to effect a gradual discharge of the domestic debt, and to furnish, for a certain period, liberal tributes to the federal treasury."
2367,A very large proportion of this fund has been already surrendered by individual States; and it may with reason be expected that the remaining States will not persist in withholding similar proofs of their equity and generosity.
2368,"We may calculate, therefore, that a rich and fertile country, of an area equal to the inhabited extent of the United States, will soon become a national stock."
2369,Congress have assumed the administration of this stock.
2370,They have begun to render it productive.
2371,"Congress have undertaken to do more: they have proceeded to form new States, to erect temporary governments, to appoint officers for them, and to prescribe the conditions on which such States shall be admitted into the Confederacy."
2372,All this has been done; and done without the least color of constitutional authority.
2373,Yet no blame has been whispered; no alarm has been sounded.
2374,"A GREAT and INDEPENDENT fund of revenue is passing into the hands of a SINGLE BODY of men, who can RAISE TROOPS to an INDEFINITE NUMBER, and appropriate money to their support for an INDEFINITE PERIOD OF TIME."
2375,"And yet there are men, who have not only been silent spectators of this prospect, but who are advocates for the system which exhibits it; and, at the same time, urge against the new system the objections which we have heard."
2376,"Would they not act with more consistency, in urging the establishment of the latter, as no less necessary to guard the Union against the future powers and resources of a body constructed like the existing Congress, than to save it from the dangers threatened by the present impotency of that Assembly"
2377,"I mean not, by any thing here said, to throw censure on the measures which have been pursued by Congress."
2378,I am sensible they could not have done otherwise.
2379,"The public interest, the necessity of the case, imposed upon them the task of overleaping their constitutional limits."
2380,But is not the fact an alarming proof of the danger resulting from a government which does not possess regular powers commensurate to its objects
2381,A dissolution or usurpation is the dreadful dilemma to which it is continually exposed.
2382,The Conformity of the Plan to Republican Principles For the Independent Journal.
2383,"Wednesday, January MADISON To the People of the State of New York: THE last paper having concluded the observations which were meant to introduce a candid survey of the plan of government reported by the convention, we now proceed to the execution of that part of our undertaking."
2384,"The first question that offers itself is, whether the general form and aspect of the government be strictly republican."
2385,"It is evident that no other form would be reconcilable with the genius of the people of America; with the fundamental principles of the Revolution; or with that honorable determination which animates every votary of freedom, to rest all our political experiments on the capacity of mankind for self government."
2386,"If the plan of the convention, therefore, be found to depart from the republican character, its advocates must abandon it as no longer defensible."
2387,"What, then, are the distinctive characters of the republican form"
2388,"Were an answer to this question to be sought, not by recurring to principles, but in the application of the term by political writers, to the constitution of different States, no satisfactory one would ever be found."
2389,"Holland, in which no particle of the supreme authority is derived from the people, has passed almost universally under the denomination of a republic."
2390,"The same title has been bestowed on Venice, where absolute power over the great body of the people is exercised, in the most absolute manner, by a small body of hereditary nobles."
2391,"Poland, which is a mixture of aristocracy and of monarchy in their worst forms, has been dignified with the same appellation."
2392,"The government of England, which has one republican branch only, combined with an hereditary aristocracy and monarchy, has, with equal impropriety, been frequently placed on the list of republics."
2393,"These examples, which are nearly as dissimilar to each other as to a genuine republic, show the extreme inaccuracy with which the term has been used in political disquisitions."
2394,"If we resort for a criterion to the different principles on which different forms of government are established, we may define a republic to be, or at least may bestow that name on, a government which derives all its powers directly or indirectly from the great body of the people, and is administered by persons holding their offices during pleasure, for a limited period, or during good behavior."
2395,"It is ESSENTIAL to such a government that it be derived from the great body of the society, not from an inconsiderable proportion, or a favored class of it; otherwise a handful of tyrannical nobles, exercising their oppressions by a delegation of their powers, might aspire to the rank of republicans, and claim for their government the honorable title of republic."
2396,"It is SUFFICIENT for such a government that the persons administering it be appointed, either directly or indirectly, by the people; and that they hold their appointments by either of the tenures just specified; otherwise every government in the United States, as well as every other popular government that has been or can be well organized or well executed, would be degraded from the republican character."
2397,"According to the constitution of every State in the Union, some or other of the officers of government are appointed indirectly only by the people."
2398,"According to most of them, the chief magistrate himself is so appointed."
2399,"And according to one, this mode of appointment is extended to one of the co ordinate branches of the legislature."
2400,"According to all the constitutions, also, the tenure of the highest offices is extended to a definite period, and in many instances, both within the legislative and executive departments, to a period of years."
2401,"According to the provisions of most of the constitutions, again, as well as according to the most respectable and received opinions on the subject, the members of the judiciary department are to retain their offices by the firm tenure of good behavior."
2402,"On comparing the Constitution planned by the convention with the standard here fixed, we perceive at once that it is, in the most rigid sense, conformable to it."
2403,"The House of Representatives, like that of one branch at least of all the State legislatures, is elected immediately by the great body of the people."
2404,"The Senate, like the present Congress, and the Senate of Maryland, derives its appointment indirectly from the people."
2405,"The President is indirectly derived from the choice of the people, according to the example in most of the States."
2406,"Even the judges, with all other officers of the Union, will, as in the several States, be the choice, though a remote choice, of the people themselves, the duration of the appointments is equally conformable to the republican standard, and to the model of State constitutions The House of Representatives is periodically elective, as in all the States; and for the period of two years, as in the State of South Carolina."
2407,"The Senate is elective, for the period of six years; which is but one year more than the period of the Senate of Maryland, and but two more than that of the Senates of New York and Virginia."
2408,"The President is to continue in office for the period of four years; as in New York and Delaware, the chief magistrate is elected for three years, and in South Carolina for two years."
2409,In the other States the election is annual.
2410,"In several of the States, however, no constitutional provision is made for the impeachment of the chief magistrate."
2411,And in Delaware and Virginia he is not impeachable till out of office.
2412,The President of the United States is impeachable at any time during his continuance in office.
2413,"The tenure by which the judges are to hold their places, is, as it unquestionably ought to be, that of good behavior."
2414,"The tenure of the ministerial offices generally, will be a subject of legal regulation, conformably to the reason of the case and the example of the State constitutions."
2415,"Could any further proof be required of the republican complexion of this system, the most decisive one might be found in its absolute prohibition of titles of nobility, both under the federal and the State governments; and in its express guaranty of the republican form to each of the latter."
2416,"But it was not sufficient, say the adversaries of the proposed Constitution, for the convention to adhere to the republican form."
2417,"They ought, with equal care, to have preserved the FEDERAL form, which regards the Union as a CONFEDERACY of sovereign states; instead of which, they have framed a NATIONAL government, which regards the Union as a CONSOLIDATION of the States."
2418,And it is asked by what authority this bold and radical innovation was undertaken
2419,The handle which has been made of this objection requires that it should be examined with some precision.
2420,"Without inquiring into the accuracy of the distinction on which the objection is founded, it will be necessary to a just estimate of its force, first, to ascertain the real character of the government in question; secondly, to inquire how far the convention were authorized to propose such a government; and thirdly, how far the duty they owed to their country could supply any defect of regular authority."
2421,"In order to ascertain the real character of the government, it may be considered in relation to the foundation on which it is to be established; to the sources from which its ordinary powers are to be drawn; to the operation of those powers; to the extent of them; and to the authority by which future changes in the government are to be introduced."
2422,"On examining the first relation, it appears, on one hand, that the Constitution is to be founded on the assent and ratification of the people of America, given by deputies elected for the special purpose; but, on the other, that this assent and ratification is to be given by the people, not as individuals composing one entire nation, but as composing the distinct and independent States to which they respectively belong."
2423,"It is to be the assent and ratification of the several States, derived from the supreme authority in each State, the authority of the people themselves."
2424,"The act, therefore, establishing the Constitution, will not be a NATIONAL, but a FEDERAL act."
2425,"That it will be a federal and not a national act, as these terms are understood by the objectors; the act of the people, as forming so many independent States, not as forming one aggregate nation, is obvious from this single consideration, that it is to result neither from the decision of a MAJORITY of the people of the Union, nor from that of a MAJORITY of the States."
2426,"It must result from the UNANIMOUS assent of the several States that are parties to it, differing no otherwise from their ordinary assent than in its being expressed, not by the legislative authority, but by that of the people themselves."
2427,"Were the people regarded in this transaction as forming one nation, the will of the majority of the whole people of the United States would bind the minority, in the same manner as the majority in each State must bind the minority; and the will of the majority must be determined either by a comparison of the individual votes, or by considering the will of the majority of the States as evidence of the will of a majority of the people of the United States."
2428,Neither of these rules have been adopted.
2429,"Each State, in ratifying the Constitution, is considered as a sovereign body, independent of all others, and only to be bound by its own voluntary act."
2430,"In this relation, then, the new Constitution will, if established, be a FEDERAL, and not a NATIONAL constitution."
2431,"The next relation is, to the sources from which the ordinary powers of government are to be derived."
2432,"The House of Representatives will derive its powers from the people of America; and the people will be represented in the same proportion, and on the same principle, as they are in the legislature of a particular State."
2433,"So far the government is NATIONAL, not FEDERAL."
2434,"The Senate, on the other hand, will derive its powers from the States, as political and coequal societies; and these will be represented on the principle of equality in the Senate, as they now are in the existing Congress."
2435,"So far the government is FEDERAL, not NATIONAL."
2436,The executive power will be derived from a very compound source.
2437,The immediate election of the President is to be made by the States in their political characters.
2438,"The votes allotted to them are in a compound ratio, which considers them partly as distinct and coequal societies, partly as unequal members of the same society."
2439,"The eventual election, again, is to be made by that branch of the legislature which consists of the national representatives; but in this particular act they are to be thrown into the form of individual delegations, from so many distinct and coequal bodies politic."
2440,"From this aspect of the government it appears to be of a mixed character, presenting at least as many FEDERAL as NATIONAL features."
2441,"The difference between a federal and national government, as it relates to the OPERATION OF THE GOVERNMENT, is supposed to consist in this, that in the former the powers operate on the political bodies composing the Confederacy, in their political capacities; in the latter, on the individual citizens composing the nation, in their individual capacities."
2442,"On trying the Constitution by this criterion, it falls under the NATIONAL, not the FEDERAL character; though perhaps not so completely as has been understood."
